,tweet,tag,tag_idx
321,One day Herb Dean is gonna let someone die in there #UFCVegas42,Darby,1
322,herb dean waiting for big ben to fall over #UFCVegas42  https://t.co/DOnAzmYYqa,Darby,1
323,At this point a double KO in the main event wouldn’t surprise me🤦🏾‍♂️ #UFCVegas42,Darby,1
324,Ready to see the best boxer in the UFC put in that WORK. WAR MAX HOLLOWAY WE TAKE THE STAIRS @BlessedMMA #UFCVegas42,Darby,1
325,"Herb Dean be like ""alright that's enough  the fight is stopped haha just kidding actually no I am not kidding the fight is over* #UFCVegas42",Darby,1
326,Blessed express time baby!! #UFCVegas42,Darby,1
328,Herb Dean disasterclass #UFCVegas42  https://t.co/aWEeWcd1F0,Darby,1
329,"Brendan Fitzgerald doing some PR for Herb Dean there. Pretty awkward/indecisive stoppage, doesn't inspire confidence #UFCVegas42",Darby,1
330,Rothwell needs to hang it up. Had a nice career but taking beatings like this at 40 ain’t worth it. #UFCVegas42,Darby,1
331,Herb Dean getting ready to stop a fight like  #UFCVegas42  https://t.co/CXmCesRh0z,Darby,1
332,Don't Blink! 🤯👊 #UFCVegas42,Darby,1
333,@BCampbell on the screen for #UFCVegas42,Darby,1
334,He was saying this for a different fight btw #UFCVegas42 #MMATwitter,Darby,1
335,"#UFCVegas42 fair stoppage between Rothwell and de Lima. Ben was wobbled 3 times in short succession and took a knee on the third, looked like he was going down. No problem with the ref jumping in then.",Darby,1
336,This is De Lima’s first win streak in the UFC since December 2014 #UFCVegas42,Darby,1
337,Correct. #UFCVegas42,Darby,1
338,Marcos Rogerio de Lima def. Ben Rothwell via TKO (strikes) at 0:32 of Round 1. #UFCVegas42 #MMATwitter,Darby,1
339,RESULT: Marcos Rogerio de Lima defeats Ben Rothwell via 1st Rd TKO (punches) #UFCVegas42  https://t.co/NFhHlS3Ii2,Darby,1
340,Herb “The Gold Standard” Dean strikes it again. #UFCVegas42,Darby,1
341,Max r4/r5 ko. Cue the Kattar vietnam flashbacks #UFCVegas42,Darby,1
342,#UFCVegas42 Highlight Video: Marcos Rogerio de Lima Quickly Topples Ben Rothwell  https://t.co/fXEa8gEFIj  https://t.co/jwcKUdlQxK,Darby,1
343,Damn that dude Ben just got destroyed lol #UFCVegas42,Darby,1
344,@arielhelwani This was me after Herb stopped the fight after he tried to stop the fight… WHA?! #UFCVegas42  https://t.co/Vz4Dj6HaL7,Darby,1
345,A lot of 1st round finishes 🔥🔥🔥 #UFCVegas42,Darby,1
346,"OFFICIAL DECISION  Marcos Rogerio de Lima def. Ben Rothwell via TKO (punches) – Round 1, 0:32  #UFCVegas42 | #UFC | #MMA",Darby,1
347,De Lima explaining his front headlock after he already KO'd Rothwell:  #UFCVegas42  https://t.co/Gzrb7bTTDj,Darby,1
348,Herb Dean taking the beating now on Twitter! #UFC #UFCVegas42,Darby,1
349,"Literally. That's the rules. Every fighter is made aware of this. If the ref touches you, you stop. Fight over.   Dean touched then let the fight continue. He only agreed the fight was over when the fighter questioned Dean touching him. #UFCVegas42",Darby,1
350,Snelle co main event lol #UFCVegas42,Darby,1
351,"Rothwell was like this, he just happened to be wedged against the cage.  #UFCVegas42  https://t.co/IdxTVjBuyG",Darby,1
352,Herb hasn't been the same since the Robbie/Askren fight. #UFCVegas42,Darby,1
353,"If De Lima hadn't shamed him, I think Dean was going to let that go on...  #UFCVegas42",Darby,1
354,Herb Dean when he's reffing #UFCVegas42  https://t.co/ozHeZZgsaR,Darby,1
355,Welp. HE BROKE HIS STREAK! #UFCVegas42,Darby,1
356,Let’s go Max #UFCVegas42  https://t.co/1X6rqryUJC,Darby,1
357,Rothwell is awful lmao #UFCVegas42,Darby,1
358,"#UFCVegas42 Marcos Rogerio De Lima came out fast and found the punches to finish the fight, first round KO/TKO over Ben Rothwell.",Darby,1
359,Stop start stop herb Dean needs to gtfo #UFCVegas42,Darby,1
360,Herb Dean 🤦‍♂️ #UFCVegas42,Darby,1
361,That stoppage was awkward....but safe  I'm not a party to heavy weights taking concussive shots to head. End it when they are taking undue damage . #UFCVegas42 #UFC268,Darby,1
363,"My guy @danhardymma has been saying this for a while.  His always so nervous acting. Never confident. But, I think he might be the second best ref ever in terms of knowledge. I think he has a place in the sport. But, he cannot continue to do the things he keeps doing #UFCVegas42",Darby,1
365,MARCOS ROGERIO DE LIMA JUST UNLOADED ON BEN ROTHWELL 😱 #UFCVegas42  https://t.co/VpaAt7Btq9,Darby,1
366,Herb Dean needs to take a step back from refereeing before someone gets hurt.   It’s a pattern at this point. #UFCVegas42,Darby,1
367,"WHAT. WAS. THAT.  😳(the fight, and also like, Herb’s stoppage) I am AWAKE awake now, because that was INTENSE #UFCVegas42",Darby,1
368,Washed ref #UFCVegas42,Darby,1
369,"at first, seems a bad call. In Herb's defense, it appears Ben was not angry or upset after all.  #UFCVegas42",Darby,1
370,#UFCVegas42 Results- Marcos Rogerio de Lima def. Ben Rothwell by TKO (punches) at :32 of Round 1 ^RF  Live coverage-  https://t.co/rLncY3HTdB,Darby,1
371,Herb saved Ben a concussion... I know people want to see a K.O but lets think about Ben's health #UFCVegas42,Darby,1
373,Feel like that flurry wasnt as bad as it seemed good n bad stopage but im also salty cause I had Ben #UFCVegas42,Darby,1
374,"9 finishes so far in this ufc card, Max Holloway up next! #UFCVegas42",Darby,1
375,"32 seconds wow, De Lima is a beast #UFCVegas42",Darby,1
376,Holloway vs Rodriguez next #UFCVegas42,Darby,1
377,Well that was quick 😂😂  #UFCVegas42 main event time!  Holloway ITD +150 (2 units) Holloway in Rd 3 +1000 (1/4 Unit) Holloway in Rd 4 +1600 (1/4 Unit) Holloway in Rd 5 +2000 (1/4 Unit)  +7.7 Units on the bets today! Guaranteed profit on UFC today!   Whos tailing the main event?,Darby,1
378,Time to retire Herb #UFCVegas42,Darby,1
379,I'm glad the fight got stopped when it did but what a awkward stoppage that was indeed buy old Herb 🧐🤷‍♂️😂 #UFCVegas42,Darby,1
380,Max Blessed Holloway time baby! #UFCVegas42,Darby,1
381,#ufcvegas42 @HerbDeanMMA too many mistakes lately Herb....time to hang_em up???,Darby,1
382,De Lima called Herb Dean's bs  #UFCVegas42,Darby,1
384,That was exactly what I was expecting. This card has been amazing with 8 KO/TKOs out of 9 fights. #UFCVegas42,Darby,1
385,Oh dear both main events are going to clash #UFCVegas42 #GalahadMartinez,Darby,1
386,Herb Dean thinking about what groceries he's gonna buy in the middle of s fight #UFCVegas42,Darby,1
387,People overreacting regarding herb #UFCVegas42,Darby,1
388,Happy to see Dwayne the rock Johnson get the win #UFCVegas42,Darby,1
389,Herb Dean not having the best night of his refereeing career. #UFCVegas42,Darby,1
393,Quick night at the office!  🇧🇷 @Pezao011 clocked in and out in 32 seconds FLAT. #UFCVegas42  https://t.co/hkjUvSWgUe,Darby,1
394,typical herb dean🤦 #UFCVegas42,Darby,1
395,What was Herb doing??? #UFCVegas42,Darby,1
396,Beautiful job Marcos! #ufcvegas42,Darby,1
397,How many times since the Dan hardy confrontation has Herb proved Dan right ??? #UFCVegas42,Darby,1
398,KO so brutal that Herb Dean waves it off twice 👋 #UFCVegas42,Darby,1
399,No one knocks out Rothwell. Last time he was finished like that was 08-09. #UFCVegas42,Darby,1
400,I still refuse to think De Lima is a good fighter #UFCVegas42,Darby,1
401,Marcos Rogerio de lima def. Ben Rothwell via TKO (punches) at 0:32 of Round 1 #UFCVegas42,Darby,1
402,This is what @danhardymma has been concerned about Herb. Man is sloppy! #UFCVegas42,Darby,1
403,It’s always something with Herb… #UFCVegas42 @KPetersonUFC,Darby,1
404,Wow weird fight. I think Ben could have gotten the fight to the ground but if they stood up he may have been dropped again.  #UFCVegas42,Darby,1
405,I hate shitting on referees - it’s a thankless job and an immense amount of pressure rests on their shoulders. But the primary focus is to protect the fighters’ health. And Herb has become absolutely negligent in this department with his indecisiveness. #UFCVegas42,Darby,1
406,Also guess I missed another great call from Herb “hold on let me think about it” Dean #UFCVegas42,Darby,1
407,Herb doesn't even believe in his own stoppages. #UFCVegas42  https://t.co/F4PgvZ1BWy,Darby,1
409,What a poor boxing between this heavyweights...  #UFCVegas42,Darby,1
410,"OMG Rogerio de Lima came and snatched Ben Rothwell, what an explosive show of hands … 🔥🔥 #UFCVegas42",Darby,1
411,"Honestly, how does Herb Dean have a job at this point? That was ridiculous. #UFCVegas42",Darby,1
412,please max 🥺 #UFCVegas42,Darby,1
413,"He used to be solid. But I swear, the last 2-3 years he’s been BOOTY. #UFCVegas42",Darby,1
414,Herb Dean will retire one day and probably start his own referee academy #UFCVegas42,Darby,1
415,Yep… that’s another KO/TKO finish 🤯 this time Marcos Rogerio De Lima finishes Ben Rothwell!  Round 1 (0:32)  #UFCVegas42,Darby,1
416,Early stoppage from Herb as usual  #UFCVegas42,Darby,1
417,Herb Dean seemed to second guess himself as he went to finish the Rothwell Vs De Lima bout.  It was definitely the right call to end the fight but it looked as though Herb wasn't entirely committed to the stoppage.  #UFCVegas42,Darby,1
418,Another absolute howler from Herb Dean. He is terrible @ufc #UFCVegas42,Darby,1
419,"Yair Rodriguez vs Max Holloway, what a fucking treat we’re in for 😍 #UFCVegas42",Darby,1
420,Finally time for the main event!! Ready for fireworks 💥 #UFCVegas42,Darby,1
421,This is the second time in Marcos Rogerio de Lima's UFC career where he won two fights in a row. #UFCVegas42,Darby,1
422,Rothwell isn't Michael Chandler #UFCVegas42,Darby,1
423,So Herb Dean is the gold standard in the UFC ey? 🤦‍♂️ #AnotherOne #UFCVegas42,Darby,1
425,#UFCVegas42 herb dean when a fighter gets dropped,Darby,1
426,Classic Herb Dean stoppage #UFCVegas42,Darby,1
427,Herb Dean is slowly but surely ruining an already dodgy career! How can fighters be confident going into the cage with a referee that doesn't have a clue anymore #UFCVegas42,Darby,1
428,"Remember that time people gave @danhardymma shit over his criticism of Herb Dean, well he wasn't wrong was he &amp; now you all look silly! #UFCVegas42",Darby,1
430,"That was SO BAD! Smh! How is the commission still allowing terrible referring? It’s not an easy job, but dude, you can’t play hot potato with stopping fights like that. Because he looked at you?? Crazy man #UFCVegas42",Darby,1
431,How Herb Dean's thought process on stopping a fight goes.  #UFCVegas42  https://t.co/1htZv3METj,Darby,1
432,Herb smoking again? Surprise 🥱 #UFCVegas42,Darby,1
433,"@danhardymma Sure. He's had a few late ones, so that won't help. You'd have liked him to have a hand on each fighter, too, to demonstrate control. #UFCVegas42",Darby,1
434,Nothing pisses me off like shitty officiating #UFCVegas42,Darby,1
435,That’s what you call “destruction” of a human. #UFCVegas42  https://t.co/yrk2mokjIi,Darby,1
436,10 fights. 9 finishes. Main event to go. What a card. #UFCVegas42,Darby,1
437,Wow. This ended poorly #UFCVegas42,Darby,1
438,Herb Dean about to be trending again lol #UFCVegas42,Darby,1
439,Watching @UFC #UFCVegas42,Darby,1
440,De Lima came out swinging right out of the gate and was too much for Rothwell. #ufcvegas42,Darby,1
441,Herb Dean is toooo funny 😂😂😂 #UFCVegas42,Darby,1
442,How can people criticise Herb Dean there? Rothwell was cleary done out there and could've been stopped sooner #UFCVegas42,Darby,1
443,The streets got Yair via spinning bs next. You all know the vibes. Blessed Express on the halt 😴 Don’t say I didn’t call it. Yair will be the first to drop Max and the second to finish him in the UFC. #UFCVegas42,Darby,1
444,Very excited for this next one. I have Holloway in under 4 rounds tko. #Ufcvegas42 #MMATwitter,Darby,1
446,"#UFCVegas42 Results: Marcos Rogerio de Lima def. Ben Rothwell by TKO (punches). Round 1, 0:32",Darby,1
447,Herb Un-dean-cided 😬 #UFCVegas42,Darby,1
448,"Make your mind up Herb, Fuckinhell every time! Gold standard my ass #UFCVegas42",Darby,1
449,Herb Dean are you okay???  #UFCDaznItaly #UFC #UFCVegas42,Darby,1
450,Its nearly time !!!! #UFCVegas42  https://t.co/lFbD7nmMj1,Darby,1
451,"Herb Dean out here doin the Hokey Kokey.   Dude needs to retire,  #UFCVegas42",Darby,1
452,Fatality! #UFCVegas42,Darby,1
453,Herb Dean is the worst ref in UFC at present. @ufc Stop hyping him up!! 😤 #ufcvegas42 @danhardymma @felderpaul @bisping,Darby,1
454,10:30pm and it's main event time! Love an early card #UFCVegas42,Darby,1
455,"The finishes just keep on coming, wow. #UFCVegas42",Darby,1
456,Awkward stoppage by Herb but not a bad stoppage. He saved Rothwell from getting more damage there. Hands on him for a takedown he was falling down and badly hurt. Fight was over #UFCVegas42,Darby,1
457,"The stoppage was weird and I've feel like we've seen this from Herb Dean before.  He sometimes fails to commit to stopping a fight, causing confusion. He stopped it but then let it go and stopped it again after Lima stopped fighting. #UFCVegas42",Darby,1
458,#UFCVegas42 that's exactly what I was hoping! Let's go Max vs. Yair!!!!!,Darby,1
459,"Herb ""ThE gOlD sTanDaRd"" Dean  #UFCVegas42",Darby,1
460,Main event on deck ‼️#UFCVegas42,Darby,1
461,#UFCVegas42 yair is fun as hell but i just don't see this ending any way other than a stoppage or the distance with max shaving 5 years off of his lifespan.,Darby,1
462,"If Lima had continued punching, I'm not sure Herb would have said it's already been stopped! #UFCVegas42",Darby,1
463,Herb Dean doesn't have it anymore #UFCVegas42,Darby,1
467,Another 1st round finish 😱😱 Now we’re gonna finish with Holloway?! WHAT A CARD 🔥👊🏼🔥 #UFCVegas42 #MMATwitter #MMA #UFC  https://t.co/qBkzRxLjbh,Darby,1
468,Unreal! De Lima finishes Ben Rothwell with strikes in 30 seconds! Extremely durable guy he just put away in seconds #UFCVegas42,Darby,1
470,"#UFCVegas42 OFFICIAL RESULTS: Marcos Rogerio de Lima defeated Ben Rothwell via TKO, Round 1 - 0:32",Darby,1
472,"THAT is what Heavyweight MMA should be, 1 minute of extreme violence and nothing more, great job 👏🏾 let’s get to this main event! #UFCVegas42",Darby,1
473,Wow Ben Rothwell just got absolutely STARCHED! #UFCVegas42,Darby,1
475,Herb Dean watching Big Ben do the stanky leg 43 times:   #UFCVegas42  https://t.co/cIEkBHEfdh,Darby,1
476,Marcos Rogerio de Lima (19-7-1) def. Ben Rothwell (39-14) via TKO (Punches) :32 into Round 1 #UFCVegas42,Darby,1
477,Lima is a problem 😳  #UFCVegas42,Darby,1
478,A classic herb finish there aye @danhardymma ? 🤣 #UFCVegas42,Darby,1
479,"#UFCVegas42 OFFICIAL RESULTS: Marcos Rogerio de Lima defeated Ben Rothwell via TKO, Round 1 - 0:32",Darby,1
480,De Lima needs that 50 Dana. #UFCVegas42,Darby,1
481,Thank God Herb dean not in the main event im sure hes smelling like alcohol and cigs 😂😂 #UFCVegas42,Darby,1
482,"8-2, 😂 💥💥💥💥 that was exactly what we all expected. KO day!!!!#UFCVegas42  https://t.co/Mw9AOLPmnE",Darby,1
484,"Protect the fighter, good stoppage #UFCVegas42",Darby,1
485,Rip to run he was on before he popped #UFCVegas42 #UFC  https://t.co/QbolpHNKbv,Darby,1
486,Holy shit 😮 #UFCVegas42,Darby,1
487,How does herb Dean still have a job 😂 this man does not know how to stop fights  #UFCVegas42,Darby,1
488,"Referee’s have the toughest job. Herb is criticised weekly, and I love him. But, what is he even doing there. Grabbing De Lima by the waist then still allowing the fight to go on. #UFCVegas42",Darby,1
489,Rothwell just got destroyed.  #UFCVegas42,Darby,1
491,Herb Dean forgot he stopped the fight.  Dude isn't a good ref.  #UFCVegas42,Darby,1
492,Weird finish. Rothwell looked like he’d been knocked out was falling down but then woke up and grabbed a leg. What a savage. Good stoppage #UFCVegas42,Darby,1
495,#UFCVegas42 Jesus Christ Herb! Gold standard of MMA officiating my ass!,Darby,1
496,WHO U GOT? HOLLOWAY VS RODRIGUEZ @FightBookMMA @mma_ghost @danawhite @FiveRoundMMA @MSG_SB @RyanNewland3 @ColinParris @FiveRoundMMA @TheDuCrossBros @MMAJunkie @shepUFC @mmajapjunkie @StonedRogan @Emmettglenn @JeffJetro I got Holloway #WhoUGot #UFCVegas42 #FightBookMMA  https://t.co/3jwcQgfLYy,Darby,1
497,How many times we gonna do this? #UFCVegas42,Darby,1
498,"Ben looked like he was going to collapse, but last second stood up and tried to clinch, if Herb would've waited 1 second, he could've let it continue, but I'm not mad at the stoppage. #UFCVegas42",Darby,1
499,"GOOD HEAVENS!!! How many finishes can be on one card. @pezao011 gets the quick 1st round finish over @RothwellFighter But the stoppage is questionable, what do you guys think. If @bisping says it’s a good stoppage, I’ll say so too. #UFCVegas42 #UFC",Darby,1
500,Herb Dean really just freezes up when he’s about to stop the fights now #UFCVegas42,Darby,1
502,Those were some devastating blows thrown by @pezao011 #UFCVegas42,Darby,1
503,"Oh no @HerbDeanMMA baby, what is you doing??? If you’re going to stop the fight, you got to commit! #UFC #UFCVegas42",Darby,1
504,Time for Halloway #UFCVegas42,Darby,1
507,#ItsTime 5 rounds lets gooooooo  #UFCVegas42 @Milluminatiii  https://t.co/mnlw1HkrPW,Darby,1
508,"To quote Justin Gaethje (via @AnikFlorianPod): ""If you’re going to break action, you’ve got to put your body in there"" #UFCVegas42",Darby,1
509,Wow that was wild! Down goes Big Ben for our second loss of the night. Not sure he should fight again #UFCVegas42,Darby,1
510,Herb wasn’t about to let himself get KOed along with Rothwell. Good stoppage. #UFCVegas42,Darby,1
511,"Man. Ben Rothwell had withstood a ton of damage in his career, but that was just brutal. Didn’t even have a chance to blink in that fight. #UFCVegas42",Darby,1
512,"Win or lose, it’s amazing to see a legend like Ben Rothwell still compete inside the UFC octagon! I’ll always be a fan! 👊🏻 #UFCVegas42  https://t.co/B3YyNe6nAW",Darby,1
513,That was awful from Herb Dean.. #UFCVegas42,Darby,1
514,That's de Lima's first winning streak since 2014 #UFCVegas42,Darby,1
515,Love the decisiveness of Herb Dean.   #UFCVegas42  https://t.co/wD0fxK9VIe,Darby,1
517,Marcos Rogerio de Lima joins Cain Velasquez as the only men to finish Ben Rothwell with strikes in the UFC. #UFCVegas42,Darby,1
519,Herb Dean again...  Absolute liability #UFCVegas42,Darby,1
520,if you blinked you missed it. De Lima🇧🇷 with the sub 1 minute KO in round one💥 #UFCVegas42,Darby,1
521,Herb smokin herb. #UFCVegas42,Darby,1
522,All I need is Max by TKO to get £200 😭🤞 #UFCVegas42  https://t.co/LCdqXKOkNj,Darby,1
523,It's Max's time I missed him so much  #UFCVegas42,Darby,1
525,That was a award stoppage by Herb Dean. At least he didn't let the fight continue. #UFCVegas42,Darby,1
526,What a card it’s been so far.   We haven’t even had the main event yet!!!👀  #UFCVegas42 | #UFC | #MMA,Darby,1
527,Lima soon as he hears “You ready?”…. #UFCVegas42  https://t.co/8Q0yPdf7Sr,Darby,1
528,Herb Dean smh... #UFCVegas42  https://t.co/cyl3ykUCXD,Darby,1
529,Jesus. Herb Dean is absolute garbage. #UFCVegas42,Darby,1
530,"Okay I don’t tolerate Herb slander but that was AWKWARD!!! His job is literally to be decisive and protect fighters, unfortunately he’s falling well short of the mark nowadays. His time is up. 😔 #UFCVegas42",Darby,1
531,Very awkward stoppage #UFCVegas42,Darby,1
532,Rothwell got overwhelmed by that pressure. De Lima never have him a chance to catch his breath. #UFCVegas42,Darby,1
534,Ooof herb dean with that awful early stoppage #UFCVegas42,Darby,1
536,Herb Dean with another big fumble. Did he feel De Limas power? #UFCVegas42,Darby,1
537,"I don’t necessarily disagree with that stoppage, but it was clumsy and awkward from Herb Dean. If you’re going to stop a fight, you do it without hesitation and with 100% conviction. He looked like he was about to change his mind after initially running in. Strange #UFCVegas42",Darby,1
538,#UFCVegas42 Big Ben was out on his feet.. Herb Dean did seem like he rethought his decision to stop the fight but it wasn’t going to get any better for Rothwell. Not a bad stoppage,Darby,1
539,De Lima is a must see heavyweight #UFCVegas42,Darby,1
540,I actually agree with herb here #UFCVegas42 #UFC #UFCFN,Darby,1
541,"In the main event: Max Holloway (22-6) vs Yair Rodriguez (14-2, 1 NC) #UFC #UFCVegas42",Darby,1
542,This main event is going to blow the roof off the Apex #UFCVegas42,Darby,1
543,What the fuck is this fight card #UFCVegas42 #ufc,Darby,1
544,Truly appalling refereeing from Herb Dean all night tonight. Time to take a step back from the elite promotions before someone gets seriously messed up. #UFCVegas42,Darby,1
545,"#UFCVegas42 OFFICIAL RESULTS: Marcos Rogerio de Lima defeated Ben Rothwell via TKO, Round 1 - 0:32",Darby,1
546,"Christ, that guy got smokeeeedddddd #UFCVegas42",Darby,1
547,"After grabbing De Lima, Herb Dean was gonna let it go but De Lima looked up and said something like ""you stopped it""  #UFCVegas42",Darby,1
548,"No Michael, Ben wasn’t still in it when he went for the takedown. He had no idea that he was putting himself in a more dangerous position. He was going to be open to very hard head strikes if Herb hadn’t stopped it earlier.  #UFCVegas42",Darby,1
549,@UFCEurope @pezao011 Rogerio actually stopped punching.  Kudos to him.  #UFCVegas42,Darby,1
550,LET'S GO MAX! #UFCVegas42,Darby,1
551,This tweet did not age well #UFCVegas42,Darby,1
552,Marcos Rogério de Lima should get Herb Dean's pay for stopping that one after Dean did whatever it was he was doing in there.     #UFCVegas42,Darby,1
553,Bullshit stoppage #UFCVegas42,Darby,1
554,Herb Dean everytime someone gets rocked now #UFCVegas42  https://t.co/tfU9Z1kLwa,Darby,1
555,Herb Dean in PPV form tonight #UFCVegas42,Darby,1
556,Herb would've let that go a lil bit more but these fights been violent as hell everyones edgy  #UFCVegas42,Darby,1
557,"Ah shit, ""Herb"" we go again. #UFCVegas42  https://t.co/3avZuLvJ81",Darby,1
558,"""Don't sleep on Spencer on Draftkings"" (she broke the slate - 148 pts) #UFCVegas42   You don't have to get everything right but make sure it pays off when you are #elitemafia  https://t.co/4gK9UEmSkt",Darby,1
559,"Damn De La just ran through Rothwell, granted Herb was a little undecided on stopping it but Rothwell still took a lot of shots in the process #UFCVegas42",Darby,1
560,Yet another @HerbDeanMMA moment where we’re left scratching our heads. I’m not quite as big of a fan of him as the rest of the world seems to be. #UFCVegas42,Darby,1
561,Someone get Herb Dean out of there please? He almost blew it up!  #UFCVegas42,Darby,1
562,Love Big Ben Rothwell but I think it’s time to hang it up brother. Never had a shot in hell against De Lima #UFCVegas42,Darby,1
563,@WBCBoxing I am convinced this is reaction to that herb dean stoppage and you can't tell me otherwise #UFCVegas42,Darby,1
565,0.5u Letson ML (3.75) ❌ 0.65u Spencer/Letson FDGTD (2.55) ✅  #UFCVegas42,Darby,1
566,Nah...I agree with @HenryCejudo...Even De Lima was trying to keep the ref from stopping their fight #UFCVegas42,Darby,1
567,"nothing wrong with that stoppage, herb dean was just in an awkward angle, onto the main!! #UFCVegas42",Darby,1
568,That's 2 bad stoppages on the main card. Baeza was debatable but Herb definitely stopped the fight early in this one. Rothwell has every right to be upset #UFCVegas42,Darby,1
569,Thank god. de Lima stopped he could’ve knocked him out and then chocked him out with the guillotine. #UFCVegas42,Darby,1
571,"I have not seen a single person giving props to De Lima, just people bashing Herb LMFAO #UFCVegas42",Darby,1
573,A great win by de Lima btw. Sorry for my earlier tweet. But you can semi-stop a fight as a referee. #UFCVegas42,Darby,1
574,Herb dean stopped the fight then let it keep going. Then stopped it again. Extremely confusing #Ufcvegas42 #MMATwitter,Darby,1
575,"#UFCVegas42 results: Marcos Rogerio de Lima (@Pezao011) def. Ben Rothwell via TKO (punches) – Round 1, 0:32  Full play-by-play:  https://t.co/dtqvdiNgrj  https://t.co/iHPYKUVOzd",Darby,1
576,"Worst referee in the UFC! If you’re stopping it, STOP IT!!! So indecisive which is too dangerous at this level. Awful and never held accountable. #ufc #UFCVegas42",Darby,1
577,This meme will never fail lol #UFCVegas42  https://t.co/4oOcouwv8O,Darby,1
578,"That was tasty, big boys sure can💥 #UFCVegas42",Darby,1
580,Fire Herb Dean I've seen enough. #ufc #UFCVegas42,Darby,1
581,#UFCVegas42 LOTN Holloway + Moises (4u) @ -142🚫  DOTN Letson (0.5u) @ +286🚫 Anglin (0.5u) @ +245🚫  Calvillo (2u) @ -109🚫 Baeza/Williams UNDER 2.5 (1.25u) @ -125✅  -6u  Weirdo night. Even the leans I barely passed on took a beating other than Song.  https://t.co/tfbtf6Zfv6,Darby,1
582,Damn. RIP Ben  #UFCVegas42,Darby,1
583,"Ben Rothwell I hope will retire soon, I’ve seen that dude get smashed to pieces too many times #UFCVegas42",Darby,1
586,Herb couldn’t stop that HW momentum and he tried 😭 #UFCVegas42,Darby,1
588,Poor that from Herb Dean #UFCVegas42,Darby,1
589,It's time 🔥🔥  #UFCVegas42  https://t.co/5Q11Rxch8Q,Darby,1
590,"He may be one of the UFC's most consistently inconsistent fighters, but Marcos Rogerio de Lima is still a 1st round wrecking machine. #UFCVegas42",Darby,1
591,IM READY TO GET BLESSED #UFCVegas42,Darby,1
592,Herb Dean doing the pee pee dance #UFCVegas42,Darby,1
593,Herb is going senile #UFCVegas42,Darby,1
594,"That was a disappointing performance by Rothwell, but would he have bounced back?? #UFCVegas42",Darby,1
595,Beat him like he owed him gas money and bag of hot Cheetos with an Arizona ice tea back from 2005 🤯 #UFCVegas42,Darby,1
596,Marcos came to kill tonight #UFCVegas42,Darby,1
598,Herb Dean is straight GARBAGE #UFCVegas42,Darby,1
600,Herb Dean gonna Herb Dean #UFCVegas42,Darby,1
601,Herb Dean be like: #UFCVegas42  https://t.co/b7rR69DAWv,Darby,1
603,"Wow what a fight bang, o clock big ben good night🐳🐳#ufcvegas42",Darby,1
604,"Herb Dean's confidence as a ref has been very low for years, and it leads to indecisive stoppages such as that.  #UFCVegas42",Darby,1
607,That was some serious indecision from Herb Dean. #UFCVegas42,Darby,1
608,"Bisping has never seen an unconscious man double leg a ref, apparently. #UFCVegas42",Darby,1
609,Wooooo De Lima is a bad man #UFCVegas42,Darby,1
610,Big Boys  Rothwell vs de lLima Shakin the Matt 🤣🤣 #UFCVegas42  #espnplus,Darby,1
611,Another terrible indecisive and dangerous stoppage from Herb #UFCVegas42,Darby,1
612,"Well on the bright side of that fight ending so early, it’s Blessed time! #UFCVegas42",Darby,1
613,the classic herb dean half step in stoppage… #UFCVegas42,Darby,1
615,#UFCVegas42 VERY awkward stoppage from Herb Dean as De Lima takes out Ben Rothwell in one round…,Darby,1
617,"Max Holloway’s in serious trouble. An all-time weird, dumb day in UFC. Horrible stoppage edition. #UFCVegas42",Darby,1
618,Marcos Rogerio De Lima just tkoed Ben Rothwell in the very first round  What a performance #ufcvegas42  https://t.co/QaZxZnvJWS,Darby,1
619,Herb Dean robbed my perfect day #UFCVegas42,Darby,1
621,Roth well just got absolutely smoked be De Lima #UFCVegas42 wow,Darby,1
622,"How y’all mad @ Herb Dean that was a GREAT STOPPAGE, Ben was DEAD #UFCVegas42",Darby,1
623,don’t you just love when the co-main event ends early??? #UFCVegas42,Darby,1
624,Main-Event Is Next Lets Gooooo #UFCVegas42,Darby,1
627,"Herb Dean is pretty shit now isn’t he, it’s kinda sad to see #UFCVegas42",Darby,1
628,Rocked him in the first 20 seconds😱🤯 . Such amazing power 🤯#UFCVegas42,Darby,1
630,Incoming assholes to bash Herb yet again. #UFCVegas42,Darby,1
631,Damn wat a Ko 🥴 #UFCVegas42,Darby,1
632,Herb man come on. #UFCVegas42,Darby,1
633,Herb dean continuing to be dangerously shit. Bro really tried to say sike on a stoppage ahahahahaha #UFCVegas42,Darby,1
634,Faster than lightning #UFCVegas42 👀⚡⚡,Darby,1
635,Usually heavyweight fights slow down the momentum of the card but that was NOT the case here wow! #UFCVegas42,Darby,1
636,Herb Dean is getting worse each event. This guy can’t make a clear decision in the moment without hesitating. #UFCVegas42 #MMA #UFC,Darby,1
637,"We buying these excuses the desk is making for Herb Dean?   Where’s Dan Hardy at when you need him, that was a terrible showing by Herb “the gold standard” Dean.   #UFCVegas42",Darby,1
638,Lima was good for not continuing knowing Herb was trying to stop the fight. #UFCVegas42,Darby,1
639,Felicia Spencer defeats Leah Letson via 3rd rd tko. Absolute domination en route to the stoppage #UFCVegas42 #WMMA  https://t.co/tBg0YK5Ozl,Darby,1
640,That looks awkward because Herb hesitated but I think that stoppage was absolutely correct. Wild 😳 #UFCVegas42,Darby,1
